"","LINKCODE","CASEID","GRNID","YEAR","LANG","ITWMETHOD","GDREGION","REGLING","REGURB","TYPCOM","SIZECOM","OFS4","OFS6","OFSTXT4","OFSTXT6","TRAD3","TRAD6","TRAD12","TRAD35","RTENURE","FOUNDED","UPFUSION","UPNUMBER","UPNUMBERcorr","MERGE","HAVEDEN","BLDGTYPE","OWNBLDG","OFFMBRLIST","NUMOFFMBR","NUMTOTAL","NUMREGLR","IMPNUMREGLR","NUMADLTS","CHANGE","CHANGE10","PARISHW1","PARISHW2","LEGALDEF","RECYCLE","GRNELEC","GRNRG","CLERGONE","CLERGYOU","CLERGSEX","CLERGAGE","CLERGBORN","CLERGNAT","CLERGNAT1","CLERGNAT2","FORMLEVEL","SWISSORG","CLERGRAD","CLERFORM","CLERPAID","CLERWKPCT","CLERFT","STRGPLAN","BOARDNUM","BOARDGEN","BRDGENPCT","STAFFNUM","STAFFGEN","STAFFWMPCT","FTSTAFF","FTSTAFFWM","STFTWMPCT","FTSTFCHG","FTSTFCHG10","OUTUPSTF","OUTUPFTSTF","OUTUPWMSTF","VLTRS","WMVLTRS","LOCSERV","NUMSERV1","CVDWSHP","NUMCVDWSHP","LASTSERV","LENGTH","SERMON","SERMTIME","SINGING","SINGWAY","MUSICMIN","INSTMENT","ORGAN","PIANO","DRUMS","GUITAR","GONG","BELLS","COMNGO","RITGEST","STAND","SIT","GENDERSEP","JUMP","MEDITATE","CONGREAD","SPONPRAY","APPLAUSE","LAUGH","OVERHEAD","ROBE","RELOBJECTS","TONGUES","INERRANT","RICHFAITH","GRNWSHP","NGRNWSHP","GRNSERMON","GRNREL","NUMATTND","MAINLANG","NATLANG","OTHLANG","OTHLANG1","OTHLANG2","JOINTWOR","TRADWOR","CATHWOR","CATCHWOR","REFWOR","EVANWOR","ORTHWOR","XOTHWOR","JEWWOR","MUSLMWOR","BUDWOR","HINDWOR","KIDCLASS","FRQKIDCL","CLS13_14W1","CLS13_14W2","TEENRGLR","YTHMNSTR","YTHGRP","WOMGRP","MENGRP","CHORUS","LRNLANG","NEWMEMS","OTHTRAD","GRNGRP","OTHGRPS","POLITICS","POLSENSIB","SIGNTURE","LISSUE1","LISSUE2","LISSUE3","GRNPUB","GRNSTRIKE","GRNORGXCHNG","GRNORGA1","GRNORGA2","GRNORGA3","GRNAWR","GRNAWRBG","GRNAWRLD","CVCONTACT","CVSUPPRT","SOCLSERV","TYPSERV1","TYPSERV2","TYPSERV3","PLNTCONG","COMPRELMBR","COMPRELYNG","COMPLEISR","COMPWRK","RECRUIT","ADVERT","INVITE","RECRVISIT","RECRCONF","EMAIL","WEBSITE","WSHPWEB","SOCNETACT","DISCRIM","INCOME","CVDBFINCOM","CLERBUDG","CLERSLRY","FEMPCT","GT60PCT","LT35PCT","BAPCT","POORPCT","RICHPCT","EUCHPCT","EURNOCHPCT","SWISSPCT","MREURCTRY","MROTHREG","MBRALCMD","MBRCOHBT","MBRGAY","LDRALCMD","LDRCOHBT","LDRGAY","WMNVLTR","WMNBRD","WMNTCH","WMNPRCH","WMNLEAD","LIBCON","LIBCONDTL","THEOLOGY","THEOLOGYDTL","EVNGLCAL","CATHMVT","UPTREATED","coefRedMbrs","coefRedStf","coefSample","coefUp","w1Cong","w3AttCong","combined","STATUS"
"11",102040,6577,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",76090,4114,411402,"Bouddhisme Zen","Association Zen International (AZI)","Non-chrétiennes","Bouddhistes","Bouddhistes","Bouddhistes",1985,1989,NA,NA,NA,"Non","Oui","Oui","Paye un loyer","Oui",10,5,5,5,5,"A diminué de 10% ou plus","S'est globalement maintenu",NA,"Non","Association","Oui","Non","Non","Oui","Oui","Homme",69,"Suisse","Suisse","Suisse",NA,"Hautes-école spécialisée ou pédagogique (HES, HEP)","Suisse d'origine","Non",NA,"Non",40,NA,"Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,5,2,1,3,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",60,"Non",NA,"Oui","Par coeur",5,"Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Un tapis","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non",NA,"Il n'y a pas d'écritures sacrées","Non","Oui",1,"Oui","Non",2,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Autres","Autres","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Non",0,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Non",NA,NA,NA,"Non","Pas de concurrence","Pas de concurrence",NA,"Faible concurrence","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non",3000,3500,"Non",NA,40,30,20,15,5,70,NA,30,60,"France","Europe de l'Ouest","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui",NA,NA,"Plus sur l'aile libérale","Fortement libérale",NA,NA,"Non",1,1,0.55229717760458,1,0.55229717760458,0.0187421166903296,"Buddhist noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"12",102202,6408,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Urbain","Commune urbaine d’une petite ou hors agglomération",11269,3121,312101,"Communautés d'origine islamique","Bahai'e, religion mondiale","Non-chrétiennes","Autres","Autres","Bahaïe et autres communautés islamiques",1970,1960,NA,NA,NA,"Non","Non","Non","Paye un loyer","Oui",8,8,8,8,7,"S'est globalement maintenu","S'est globalement maintenu",NA,"Oui","Organisée de façon informelle","Oui","Non","Non","Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui",9,NA,NA,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,15,7,3,0,"Oui","Entre une fois par mois et une fois par semaine","Moins d'une semaine",180,"Non",NA,"Oui","Par coeur",15,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Non","Non","Non","Oui","Non","Non","Non",NA,"Non","Non","Oui",NA,"Oui","Oui",7,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Anglais","Français","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Oui",0,"Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui","Oui","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Oui",NA,"D'ailleurs","Oui","Oui","Oui","Entraide / développement","Entraide / développement","Autre","Oui","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Non","Non","Oui","Non",NA,"Oui","Non",NA,NA,"Non",NA,50,62.5,25,0,12.5,NA,NA,12.5,50,NA,"Asie","Oui","Non","Non",NA,NA,NA,"Oui","Oui","Oui","Oui",NA,NA,NA,"Plus sur l'aile libérale","Fortement libérale",NA,NA,"Non",1,1,0.914440756156525,1,0.914440756156525,0.0496502420891943,"Others noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"13",102249,6794,NA,"2022","Allemand","CATI","Suisse orientale","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",76090,5119,511906,"Autres communautés hindoues et appartenance hindoue générique","Méditation Transcendentale - TM","Non-chrétiennes","Hindouistes/sikhes","Hindouistes/sikhes","Hindouistes",1991,2001,NA,NA,NA,"Non","Oui","Non","Paye un loyer","Oui",100,NA,NA,75,NA,"A augmenté de moins de 10%","S'est globalement maintenu",NA,"Non",NA,"Non","Non","Non","Non","Non","Femme",85,"Suisse","Suisse","Suisse",NA,"Formation professionnelle (apprentissage, maîtrise, école professionnelle supérieure, etc.)","Suisse d'origine","Non",NA,"Oui",50,NA,"Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,0,NA,1,0,"Oui","Plus qu'une fois par semaine","Entre un mois et deux mois",8,"Oui",8,"Oui","Par coeur",5,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Autre chose","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non",NA,"Non","Non","Non",NA,"Non","Non",1,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Autres","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Non",0,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Non",NA,NA,NA,"Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Non","Non","Non","Oui","Oui","Non","Non","Non",NA,NA,"Oui",NA,90,2,20,15,0,NA,NA,10,80,"Autriche",NA,"Oui","Oui","Oui",NA,NA,NA,"Oui","Oui","Oui","Oui","Oui",NA,NA,NA,NA,NA,NA,"Non",1,1,1.36787961231083,1,1.36787961231083,0.696281649223112,"Hinduists/Sikhs noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"14",102388,4773,NA,"2022","Allemand","CATI","Suisse centrale","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de moyenne densité",3845,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2002,1350,"Non",1,1,"Non","Oui","Oui","Propriétaire","Oui",3000,1000,500,500,350,"A diminué de 10% ou plus","A diminué de moins de 10%",NA,"Oui","Association","Oui","Non","Non","Oui","Oui","Homme",76,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",40,NA,"Oui",7,1,14.2857142857143,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,200,150,3,12,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",35,"Oui",4,"Oui","Cantique/feuilles",0,"Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Oui","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Oui",NA,"Oui","Oui",30,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Italien","Français","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Oui",NA,"Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Oui","Non","Non","Oui",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement","Action sociale en Suisse",NA,"Non","Pas de concurrence","Pas de concurrence","Forte concurrence","Forte concurrence","Oui","Non","Oui","Non","Non","Oui","Oui","Oui","Non","Non",1e+06,1e+06,"Non",90000,60,50,10,3,NA,1,NA,10,80,"Portugal","Afrique subsaharienne","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Au centre","Au centre","Juste au milieu","Au millieu",NA,2,"Non",1,1,1.83833531712294,0.24953095684803,0.497992852477107,6.23836159708568,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"15",102563,1335,NA,"2022","Allemand","CATI","Espace Mittelland","Région linguistique allemande","Rural","Commune périurbaine de faible densité",599,1123,112303,"Communautés darbystes ou des frères","Église pour Christ (EpC)","Chrétiennes non-établies","Chrétiennes","Évangéliques (conservatrices)","Darbystes",2005,1908,NA,NA,NA,"Non","Oui","Oui","Propriétaire","Non",NA,3000,2000,2000,1500,"S'est globalement maintenu","S'est globalement maintenu",NA,"Non","Association","Non",NA,NA,"Non","Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui",11,0,0,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu","S’est globalement maintenu",NA,NA,NA,NA,NA,NA,2,"Oui","Entre une fois par mois et une fois par semaine","Entre un mois et deux mois",70,"Oui",40,"Oui","Cantique/feuilles",15,"Oui","Non","Non","Non","Oui","Non","Non","Non","Non","Non","Des bancs","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Non",NA,"Oui","Non",50,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Allemand","Français","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par mois",NA,"Non",300,"Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Non","Non","Oui",NA,"Mission",NA,"Non","Faible concurrence","Faible concurrence","Faible concurrence","Faible concurrence","Oui","Oui","Oui","Non","Oui","Oui","Oui","Oui","Non","Non",NA,NA,"Oui",75000,50,30,25,7,7,NA,NA,15,80,"Allemagne",NA,"Oui","Oui","Oui","Non","Non","Non","Oui","Non","Oui","Non","Non","De droite","Légèrement de droite","Plus sur l'aile conservatrice","Modérément conservatrice",NA,NA,"Non",1,1,0.481939417494595,1,0.481939417494595,6.54181492618099,"Evangelical (Conservative) noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"16",102589,5500,NA,"2022","Français","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une petite ou hors agglomération",10040,1211,121103,"Eglise catholique romaine","Mission catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2019,1990,"Oui",1,NA,"Non","Oui","Oui","Bénéficie gratuitement","Non",NA,200,200,200,150,"A augmenté de moins de 10%",NA,NA,"Oui","Association",NA,"Non","Non","Oui","Oui","Homme",57,"Angola","Nationalité étrangère","Europe de l'Ouest",NA,"Université, EPF",NA,"Oui",NA,"Oui",15,NA,"Oui",8,4,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20,1,0,"Oui","Entre une fois par mois et une fois par semaine","Moins d'un mois",60,"Oui",8,"Oui","Par coeur",30,"Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non","Non",NA,"Oui","Non",180,"Portugais","Langue principale n'est pas une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,20,"Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Oui","Non","Non","Non",NA,NA,NA,NA,"Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Non","Oui","Entraide / développement",NA,NA,"Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Non","Non","Oui","Non",NA,"Oui",NA,NA,NA,"Non",48000,55,1,50,NA,10,80,NA,92,8,"Portugal","Afrique subsaharienne","Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Non",NA,NA,"Plus sur l'aile libérale","Libérale (sans indication)",NA,NA,"Non",1,1,1.23243237248915,0.24953095684803,0.223196413915358,1.67289584482859,"Catholic noGreenSampling mission noJehovah","Présente en 2009 et en 2023"
"17",102771,4342,NA,"2022","Français","CATI","Espace Mittelland","Région linguistique française","Rural","Commune périurbaine de faible densité",1254,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2022,NA,"Oui",2,7,"Non","Oui","Oui","Propriétaire","Oui",NA,NA,25,25,17.5,NA,NA,NA,"Oui","Association","Non",NA,"Non","Oui","Oui","Homme",41,"Togo","Nationalité étrangère","Afrique subsaharienne",NA,"Université, EPF",NA,"Oui",NA,"Oui",100,NA,"Oui",3,1,33.3333333333333,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu",NA,NA,NA,NA,10,5,1,1,NA,NA,"Moins d'un mois",60,"Oui",7,"Oui","Par coeur",20,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Oui","Non","Oui","Non","Oui","Non","Non","Oui","Non","Non",NA,"Oui","Non",7.5,"Français","Langue principale est une langue nationale","Oui","Latin","Pas de troisième langue","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Non",NA,"Oui","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement",NA,NA,"Non","Pas de concurrence","Pas de concurrence","Forte concurrence","Faible concurrence","Oui","Non","Oui","Non","Oui","Oui","Oui","Non","Oui",NA,NA,NA,"Oui",NA,60,70,30,NA,NA,NA,NA,NA,80,NA,NA,"Oui","Oui",NA,NA,NA,NA,"Oui","Oui","Oui","Non","Non",NA,NA,"Juste au milieu","Au millieu",NA,NA,"Oui",1,1,1.83833531712294,1.74671669793621,3.48594996733975,0.311918079854284,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"18",101450,98,229,"2022","Allemand","CAWI","Espace Mittelland","Région linguistique allemande","Urbain","Commune urbaine d’une grande agglomération",134591,1111,111101,"Eglises nationales protestantes","Eglise évangélique réformée nationale","Chrétiennes établies","Chrétiennes","Protestantes réformées","Protestantes réformées",2020,NA,NA,NA,NA,"Non","Oui","Oui","Bénéficie gratuitement","Non",NA,4939,NA,500,NA,"S'est globalement maintenu","A diminué de moins de 10%",NA,"Oui","Association","Oui",NA,NA,"Oui","Oui","Homme",38,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",35,NA,"Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,"S’est globalement maintenu","A augmenté",NA,NA,NA,100,50,5,3,"Oui","Une fois par mois ou moins","Plus de deux mois",61,"Oui",61,"Oui","Cantique/feuilles",45,"Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Des chaises","Non","Non","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Il n'y a pas d'écritures sacrées","Non","Non",NA,"Non","Non",NA,"Suisse-Allemand","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Oui","Oui","Oui","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus rarement",NA,"Non",NA,"Non","Non",NA,NA,"Oui",NA,NA,NA,NA,"Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Non","Non","Oui",NA,NA,NA,"Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Oui","Non","Non",NA,"Oui","Oui","Oui","Non","Non",NA,NA,"Non",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Au centre","Au centre","Plus sur l'aile libérale","Modérément libérale",NA,NA,"Non",1,1,0.35768941142177,1,0.35768941142177,1.21381331638124,"Reformed Protestant greenSampling noMission noJehovah","Présente en 2009 et en 2023"
"19",102005,7116,NA,"2022","Allemand","CATI","Région lémanique","Région linguistique française","Urbain","Commune urbaine d’une grande agglomération",203951,6117,611788,"Groupes spirites/médiumniques","Autres groupes spirites/mediumniques","Non-chrétiennes","Autres","Autres","Groupes spirites/médiomniques",1988,1931,NA,NA,NA,"Non","Oui","Non",NA,"Oui",NA,NA,60,60,50,"S'est globalement maintenu","A augmenté de 10% ou plus",NA,"Non","Association","Oui","Non","Oui","Oui","Oui","Femme",47,"Brésil","Nationalité étrangère","Amérique latine",NA,"Université, EPF",NA,"Oui",NA,"Non",50,NA,"Oui",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,"Oui","Plus qu'une fois par semaine","Plus de deux mois",240,"Oui",90,"Oui","Cantique/feuilles",20,"Oui","Non","Non","Non","Oui","Non","Non","Non","Oui","Oui","Des chaises","Non","Non","Non","Oui","Non","Non","Oui","Non","Oui","Non",NA,"Non","Non","Oui",2,"Oui","Oui",30,"Portugais","Langue principale n'est pas une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Oui","Plus rarement",NA,"Non",0,"Non","Non","Non","Non","Non","Non","Oui","Non","Non","Oui","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Non","Oui","Non",NA,NA,NA,"Non","Forte concurrence","Faible concurrence","Faible concurrence","Forte concurrence","Oui","Non","Oui","Non","Non","Non","Oui","Oui","Oui","Non",NA,NA,"Oui",NA,70,5,45,30,0,5,NA,20,10,"Portugal","Amérique latine","Oui","Oui","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Oui","Au centre","Au centre","Juste au milieu","Au millieu",NA,NA,"Non",1,1,0.914440756156525,1,0.914440756156525,0.372376815668958,"Others noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"20",102664,4522,NA,"2022","Allemand","CATI","Suisse centrale","Région linguistique allemande","Urbain","Commune urbaine d'une agglomération moyenne",6244,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2017,1970,"Oui",5,5,"Non","Oui","Oui","Propriétaire","Oui",220,70,15,15,10,"S'est globalement maintenu","A diminué de moins de 10%",NA,"Oui","Association","Oui","Oui","Non","Oui","Oui","Homme",57,"Suisse","Suisse","Suisse",NA,"Hautes-école spécialisée ou pédagogique (HES, HEP)","Suisse d'origine","Non",NA,"Oui",100,NA,"Oui",1.8,0.6,33.3333333333333,70,38,54.2857142857143,14,7,50,"S’est globalement maintenu","A augmenté","Oui",10,5,140,90,3,5,"Oui","Entre une fois par mois et une fois par semaine","Moins d'un mois",60,"Oui",10,"Oui","Cantique/feuilles",30,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non",NA,"Oui","Oui",18,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Anglais","Français","Oui","Oui","Non","Non","Oui","Non","Oui","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",NA,"Oui","Oui","Oui","Oui","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non",NA,NA,NA,"Oui","Oui","Oui","Oeku",NA,NA,"Oui",2019,"D'ailleurs","Oui","Oui","Oui","Entraide / développement","Entraide / développement","Entraide / développement","Non","Pas de concurrence","Faible concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non",140000,1.3e+07,"Oui",110000,65,70,20,50,0,65,NA,30,70,"Allemagne","Asie","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Au centre","Au centre","Juste au milieu","Au millieu",NA,15,"Oui",1,1,1.83833531712294,1.24765478424015,2.48996426238554,0.187150847912571,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"21",100882,4490,NA,"2022","Allemand","CATI","Espace Mittelland","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de forte densité",1304,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2012,1267,"Oui",4,5,"Oui","Oui","Oui","Propriétaire","Oui",625,112.5,67.5,67.5,22.5,"A diminué de moins de 10%","A diminué de 10% ou plus",NA,"Oui","Association","Oui","Non","Non","Oui","Oui","Homme",47,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",2,1,50,37.5,NA,NA,1.25,NA,NA,"A augmenté","A diminué","Oui",NA,NA,75,62.5,4,7,"Non","Pas de célébrations religieuses virtuelles","Moins d'une semaine",30,"Non",NA,"Oui","Cantique/feuilles",12,"Non","Non","Non","Non","Non","Non","Non","Non","Oui","Non","Des chaises","Non","Non","Oui","Oui","Oui","Non","Non","Non","Oui","Oui","Non","Oui","Oui","Non",NA,"Oui","Oui",2.5,"Suisse-Allemand","Langue principale est une langue nationale","Oui","Latin","Italien","Oui","Oui","Non","Non","Oui","Non","Non","Non","Non","Non","Non","Non","Oui","Au moins une fois par semaine",NA,"Oui",NA,"Oui","Oui","Oui","Oui","Oui","Non","Oui","Oui","Oui","Non","Non","Non","Non",NA,NA,NA,"Non","Non","Non",NA,NA,NA,"Non",NA,NA,"Oui","Oui","Oui","Entraide / développement","Action sociale en Suisse","Action sociale en Suisse","Non","Pas de concurrence","Pas de concurrence","Pas de concurrence","Pas de concurrence","Oui","Non","Oui","Oui","Non","Oui","Oui","Oui","Non","Non",NA,NA,"Oui",NA,66,75,12.962962962963,NA,NA,NA,NA,7.5,92.5,"Italie","Sous continent indien","Oui","Oui","Oui","Oui","Non","Non","Oui","Oui","Oui","Oui","Non","De droite","Fortement de droite","Plus sur l'aile conservatrice","Légèrement conservatrice",NA,10,"Oui",1,1,1.83833531712294,1.24765478424015,2.48996426238554,0.842178815606567,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
"22",101279,4232,NA,"2022","Allemand","CATI","Zürich","Région linguistique allemande","Intermédiaire (périurbain dense et centres ruraux)","Commune périurbaine de moyenne densité",2293,1211,121101,"Eglise catholique romaine","Eglise catholique romaine","Chrétiennes établies","Chrétiennes","Catholiques romaines","Catholiques romaines",2021,1229,"Oui",4,4,"Non","Oui","Oui","Propriétaire","Oui",16.25,10,6.25,6.25,5,"S'est globalement maintenu","A diminué de moins de 10%",NA,"Oui","Association","Oui","Non","Non","Oui","Oui","Homme",56,"Suisse","Suisse","Suisse",NA,"Université, EPF","Suisse d'origine","Oui",NA,"Oui",100,NA,"Oui",2.25,0.75,33.3333333333333,30,17.5,58.3333333333333,3.25,0.75,23.0769230769231,"A diminué","S’est globalement maintenu","Non",NA,NA,200,125,2,1,"Non","Pas de célébrations religieuses virtuelles","Moins d'un mois",60,"Oui",10,"Oui","Cantique/feuilles",20,"Oui","Oui","Non","Non","Non","Non","Non","Non","Oui","Non","Des bancs","Non","Non","Oui","Oui","Non","Non","Non","Non","Oui","Non","Non","Oui",NA,"Non",NA,"Oui","Oui",6.25,"Suisse-Allemand","Langue principale est une langue nationale","Non","Pas de deuxième langue","Pas de troisième langue","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non","Non",NA,NA,"Oui",1.25,"Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non",NA,NA,NA,"Oui","Oui","Oui","Autres","Oeku","Autres","Oui",2012,"De la direction de la communauté","Oui","Oui","Oui","Entraide / développement","Action sociale en Suisse","Autre","Non","Faible concurrence","Forte concurrence","Très forte concurrence","Forte concurrence","Oui","Non","Oui","Oui","Oui","Oui","Oui","Non","Oui","Non",NA,NA,"Oui",140000,10,60,35,5,5,10,NA,8,90,"Allemagne","Asie","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Oui","Non","Au centre","Au centre","Juste au milieu","Au millieu",NA,5,"Oui",1,1,1.83833531712294,0.99812382739212,1.99197140990843,0.0779795199635711,"Catholic noGreenSampling noMission noJehovah","Présente en 2009 et en 2023"
